Index,url,ads
2272,unc.edu,TRUE
2273,hse.ru,TRUE
2276,welt.de,TRUE
2279,united.com,TRUE
2280,today.com,TRUE
2292,vihub.ru,TRUE
2295,scmp.com,TRUE
2300,lge.com,TRUE
2301,mitre.org,TRUE
2302,euronews.com,TRUE
2303,adsmoloco.com,TRUE
2304,glassdoor.com,TRUE
2305,ticketmaster.com,TRUE
2312,geotrust.com,TRUE
2315,itu.int,TRUE
2319,umd.edu,TRUE
2328,mixcloud.com,TRUE
2329,flipboard.com,TRUE
2330,medlineplus.gov,TRUE
2331,adkernel.com,TRUE
2332,thehill.com,TRUE
2335,istockphoto.com,TRUE
2337,bigcartel.com,TRUE
2339,overwolf.com,TRUE
2344,auth0.com,TRUE
2348,accenture.com,TRUE
2351,system-monitor.com,TRUE
2352,primis.tech,TRUE
2354,urbanairship.com,TRUE
2355,armgs.team,TRUE
2361,dbs.com,TRUE
2363,evidon.com,TRUE
2365,wps.com,TRUE
2366,hostpoint.ch,TRUE
2374,theglobeandmail.com,TRUE
2375,hindustantimes.com,TRUE
2378,useinsider.com,TRUE
2380,smithsonianmag.com,TRUE
2387,zynga.com,TRUE
2389,history.com,TRUE
2393,bounceexchange.com,TRUE
2394,justice.gov,TRUE
2400,hpe.com,TRUE
2403,ubc.ca,TRUE
2409,colorado.edu,TRUE
2418,parklogic.com,TRUE
2419,lww.com,TRUE
2420,energy.gov,TRUE
2421,starmakerstudios.com,TRUE
2423,evergage.com,TRUE
2424,sportradar.com,TRUE
2425,archives.gov,TRUE
2427,drupal.org,TRUE
2428,fotostrana.ru,TRUE
2434,rutube.ru,TRUE
2436,automattic.com,TRUE
2438,malwarebytes.com,TRUE
2440,allrecipes.com,TRUE
2443,sonicwall.com,TRUE
2445,gameanalytics.com,TRUE
2447,illinois.edu,TRUE
2448,kampyle.com,TRUE
2449,smilewanted.com,TRUE
2458,treasuredata.com,TRUE
2461,esquire.com,TRUE
2462,venturebeat.com,TRUE
2463,northwestern.edu,TRUE
2464,foodnetwork.com,TRUE
2469,constellix.com,TRUE
2471,spectrum.com,TRUE
2472,tamu.edu,TRUE
2473,soom.la,TRUE
2479,bitly.com,TRUE
2481,icq.com,TRUE
2483,ndtv.com,TRUE
2484,nazwa.pl,TRUE
2489,hollywoodreporter.com,TRUE
2490,uhc.com,TRUE
2491,drweb.com,TRUE
2492,dnsimple.com,TRUE
2495,slashdot.org,TRUE
2498,libsyn.com,TRUE
2501,home.pl,TRUE
2504,site.com,TRUE
2505,nymag.com,TRUE
2507,connectad.io,TRUE
2511,audible.com,TRUE
2533,serverdata.net,TRUE
2535,workers.dev,TRUE
2538,pruffme.com,TRUE
2540,acuityplatform.com,TRUE
2543,gamespot.com,TRUE
2544,dot.gov,TRUE
2550,shopeemobile.com,TRUE
2552,kueezrtb.com,TRUE
2554,cookiebot.com,TRUE
2556,grafana.com,TRUE
2558,imf.org,TRUE
2560,chinadaily.com.cn,TRUE
2561,bigolive.tv,TRUE
2564,ably.io,TRUE
2565,pushwoosh.com,TRUE
2567,bitnami.com,TRUE
2568,braze.eu,TRUE
2570,last.fm,TRUE
2572,parallels.com,TRUE
2579,lifehacker.com,TRUE
2581,likee.video,TRUE
2583,moz.com,TRUE
2589,ad-score.com,TRUE
2590,samsclub.com,TRUE
2592,localytics.com,TRUE
2593,a-ads.com,TRUE
2595,phys.org,TRUE
2596,digitaltrends.com,TRUE
2597,easybrain.com,TRUE
2599,technologyreview.com,TRUE
2602,ipinfo.io,TRUE
2605,a2hosting.com,TRUE
2610,wistia.com,TRUE
2626,cosmopolitan.com,TRUE
2628,askona.ru,TRUE
2629,ibb.co,TRUE
2630,fortinet.com,TRUE
2631,ycombinator.com,TRUE
2636,virginia.edu,TRUE
2637,remotepc.com,TRUE
2639,thedailybeast.com,TRUE
2641,cpi.ad.jp,TRUE
2648,intercom.com,TRUE
2650,intercomcdn.com,TRUE
2655,yutex.ru,TRUE
2658,thomsonreuters.com,TRUE
2663,axios.com,TRUE
2665,hootsuite.com,TRUE
2667,about.me,TRUE
2669,hh.ru,TRUE
2670,vkplay.ru,TRUE
2671,intermedia.net,TRUE
2675,standard.co.uk,TRUE
2678,jivox.com,TRUE
2680,mcm.ru,TRUE
2683,chron.com,TRUE
2686,nfl.com,TRUE
2694,lg.com,TRUE
2695,heart.org,TRUE
2696,goodhousekeeping.com,TRUE
2697,avito.st,TRUE
2698,instructables.com,TRUE
2699,zeit.de,TRUE
2702,us.com,TRUE
2706,yastatic.net,TRUE
2707,demandbase.com,TRUE
2709,netgate.com,TRUE
2716,theiconic.com.au,TRUE
2723,otm-r.com,TRUE
2727,amazon.com.au,TRUE
2729,foxbusiness.com,TRUE
2734,flaticon.com,TRUE
2735,moe.video,TRUE
2739,meta.com,TRUE
2740,mathworks.com,TRUE
2743,discovery.com,TRUE
2746,elle.com,TRUE
2747,adingo.jp,TRUE
2749,urbandictionary.com,TRUE
2757,livestream.com,TRUE
2758,rutgers.edu,TRUE
2765,starlink.com,TRUE
2767,lenta.ru,TRUE
2768,perl.org,TRUE
2769,thoughtco.com,TRUE
2770,nexon.com,TRUE
2775,tizen.org,TRUE
2778,elastic.co,TRUE
2779,attdealer.biz,TRUE
2780,logmein.com,TRUE
2782,mystrikingly.com,TRUE
2783,ispot.tv,TRUE
2784,webflow.com,TRUE
2788,leagueoflegends.com,TRUE
2789,aa.com,TRUE
2793,olympics.com,TRUE
2795,france24.com,TRUE
2797,joomla.org,TRUE
2807,itau.com.br,TRUE
2812,csdn.net,TRUE
2813,brookings.edu,TRUE
2814,rottentomatoes.com,TRUE
2817,accor.com,TRUE
2819,contentstack.io,TRUE
2822,net-line.pro,TRUE
2824,semanticscholar.org,TRUE
2828,gettyimages.com,TRUE
2829,zeotap.com,TRUE
2831,vogue.com,TRUE
2833,woocommerce.com,TRUE
2834,focus.de,TRUE
2836,pastebin.com,TRUE
2840,cbre.com,TRUE
2842,nicovideo.jp,TRUE
2843,boston.com,TRUE
2846,iterable.com,TRUE
2847,ucoz.ru,TRUE
2848,nsw.gov.au,TRUE
2855,theregister.com,TRUE
2857,duosecurity.com,TRUE
2858,toyota.com,TRUE
2862,comodo.com,TRUE
2866,rumble.com,TRUE
2872,trafficjunky.net,TRUE
2875,narod.ru,TRUE
2880,apptentive.com,TRUE
2884,thrtle.com,TRUE
2886,utah.edu,TRUE
2888,shutterfly.com,TRUE
2890,kp.ru,TRUE
2896,helpshift.com,TRUE
2898,undp.org,TRUE
2899,arkoselabs.com,TRUE
2900,zdf.de,TRUE
2901,vanityfair.com,TRUE
2903,mapquest.com,TRUE
2906,db.com,TRUE
2907,iop.org,TRUE
2910,woo.com,TRUE
2911,wufoo.com,TRUE
2915,tenor.com,TRUE
2916,ex.co,TRUE
2917,ucsb.edu,TRUE
2918,hgtv.com,TRUE
2919,databricks.com,TRUE
2921,he.net,TRUE
2923,wikidot.com,TRUE
2924,rainbird.com,TRUE
2928,bodis.com,TRUE
2931,griffith.edu.au,TRUE
2933,clickup.com,TRUE
2936,smartsheet.com,TRUE
2944,sena.edu.co,TRUE
2946,tubitv.com,TRUE
2947,zeasn.tv,TRUE
2949,bell.ca,TRUE
2951,sproutsocial.com,TRUE
2955,okx.com,TRUE
2957,code42.com,TRUE
2960,pavietnam.vn,TRUE
2962,paramountplus.com,TRUE
2964,nurd.com,TRUE
2969,dish.com,TRUE
2980,thehindu.com,TRUE
2981,texas.gov,TRUE
2988,clickagy.com,TRUE
2990,vrbo.com,TRUE
2997,liveintent.com,TRUE
3001,houzz.com,TRUE
3004,thebalancemoney.com,TRUE
3006,wustl.edu,TRUE
3008,likeevideo.ru,TRUE
3009,softonic.com,TRUE
3010,crunchbase.com,TRUE
3011,transcend.io,TRUE
3012,ncsu.edu,TRUE
3016,zend.com,TRUE
3021,boredpanda.com,TRUE
3023,carfax.com,TRUE
3026,cbslocal.com,TRUE
3027,thefreedictionary.com,TRUE
3028,lsu.edu,TRUE
3030,cbssports.com,TRUE
3032,lg.co.kr,TRUE
3034,citi.com,TRUE
3036,newsbreak.com,TRUE
3037,userway.org,TRUE
3048,acorns.com,TRUE
3049,sueddeutsche.de,TRUE
3050,seekingalpha.com,TRUE
3053,ipvanish.com,TRUE
3057,wpastra.com,TRUE
3058,stuff.co.nz,TRUE
3061,loopia.se,TRUE
3067,groupon.com,TRUE
3068,heise.de,TRUE
3069,brightspace.com,TRUE
3074,indiana.edu,TRUE
3075,insider.com,TRUE
3079,greenpeace.org,TRUE
3080,ipserver.su,TRUE
3087,dynect.net,TRUE
3089,fliphtml5.com,TRUE
3092,siteforce.com,TRUE
3097,imagemagick.org,TRUE
3098,nzherald.co.nz,TRUE
3100,fifa.com,TRUE
3104,ow.ly,TRUE
3106,lonelyplanet.com,TRUE
3107,kinopoisk.ru,TRUE
3113,ohchr.org,TRUE
3114,flightradar24.com,TRUE
3115,patch.com,TRUE
3117,mk.ru,TRUE
3123,over-blog.com,TRUE
3126,pardot.com,TRUE
3132,qnap.com,TRUE
3135,mimecast.net,TRUE
3139,afreecatv.com,TRUE
3140,infolinks.com,TRUE
3148,pitt.edu,TRUE
3155,bleacherreport.com,TRUE
3160,timeout.com,TRUE
3161,centos.org,TRUE
3166,ipcc.ch,TRUE
3169,archlinux.org,TRUE
3172,thesaurus.com,TRUE
3175,olx.ua,TRUE
3177,likee.com,TRUE
3178,tass.ru,TRUE
3180,my-salesforce-scrt.com,TRUE
3182,video.az,TRUE
3184,huggingface.co,TRUE
3185,notion.site,TRUE
3191,feedly.com,TRUE
3194,irishtimes.com,TRUE
3197,globalnews.ca,TRUE
3198,finam.ru,TRUE
3199,sputniknews.com,TRUE
3201,4shared.com,TRUE
3202,loom.com,TRUE
3204,pcworld.com,TRUE
3205,cuny.edu,TRUE
3211,mountain.com,TRUE
3213,onaudience.com,TRUE
3214,brand-display.com,TRUE
3215,ctvnews.ca,TRUE
3221,affirm.com,TRUE
3222,iinet.net.au,TRUE
3223,acer.com,TRUE
3226,xero.com,TRUE
3228,my-force-user-content.com,TRUE
3229,space.com,TRUE
3230,gotomeeting.com,TRUE
3233,500px.com,TRUE
3235,rg.ru,TRUE
3241,sba.gov,TRUE
3244,msnbc.com,TRUE
3246,channel4.com,TRUE
3247,wps.cn,TRUE
3248,southwest.com,TRUE
3250,uscis.gov,TRUE
3251,hrw.org,TRUE
3252,getyourguide.com,TRUE
3254,sprinklr.com,TRUE
3257,hawaii.edu,TRUE
3260,foresee.com,TRUE
3261,safety.google,TRUE
3262,com.com,TRUE
3263,abc.es,TRUE
3265,geeksforgeeks.org,TRUE
3266,leparisien.fr,TRUE
3267,georgetown.edu,TRUE
3268,tufts.edu,TRUE
3270,eurekalert.org,TRUE
3271,kinghost.com.br,TRUE
3272,jpush.cn,TRUE
3274,livemint.com,TRUE
3276,rr.com,TRUE
3277,justhost.ru,TRUE
3279,exacttarget.com,TRUE
3282,verywellmind.com,TRUE
3283,ciscospark.com,TRUE
3287,uoregon.edu,TRUE
3288,myfitnesspal.com,TRUE
3294,fyber.com,TRUE
3297,menshealth.com,TRUE
3298,yolasite.com,TRUE
3299,thestar.com,TRUE
3300,gatech.edu,TRUE
3302,anyclip.com,TRUE
3307,thestreet.com,TRUE
3313,sfu.ca,TRUE
3318,nhl.com,TRUE
3320,wipo.int,TRUE
3324,nyt.com,TRUE
3325,mfms.ru,TRUE
3326,vanguard.com,TRUE
3328,cymru.com,TRUE
3338,qualys.com,TRUE
3342,dnevnik.ru,TRUE
3346,entergy.com,TRUE
3349,zoominfo.com,TRUE
3356,santander.com.br,TRUE
3360,uniqlo.com,TRUE
3363,gm.com,TRUE
3372,admixer.net,TRUE
3374,webflow.io,TRUE
3380,msi.com,TRUE
3381,sciencealert.com,TRUE
3382,nielsen.com,TRUE
3383,netsuite.com,TRUE
3384,mheducation.com,TRUE
3385,breitbart.com,TRUE
3392,avg.com,TRUE
3396,afrinic.net,TRUE
3402,ctnsnet.com,TRUE
3404,deadline.com,TRUE
3406,securly.com,TRUE
3412,pushimg.com,TRUE
3413,looker.com,TRUE
3414,9gag.com,TRUE
3420,insightexpressai.com,TRUE
3421,mcgill.ca,TRUE
3426,sape.ru,TRUE
3427,computerworld.com,TRUE
3428,draftkings.com,TRUE
3434,histats.com,TRUE
3436,mercari.com,TRUE
3440,nos.nl,TRUE
3441,zuimeitianqi.com,TRUE
3444,aljazeera.net,TRUE
3446,wireshark.org,TRUE
3452,osha.gov,TRUE
3454,tagesspiegel.de,TRUE
3455,jio.com,TRUE
3458,tunein.com,TRUE
3462,aylanetworks.com,TRUE
3464,snopes.com,TRUE
3467,sina.com,TRUE
3468,thenextweb.com,TRUE
3471,tutu.ru,TRUE
3474,etc.uz,TRUE
3475,bedbathandbeyond.com,TRUE
3477,pushnami.com,TRUE
3481,celtra.com,TRUE
3483,turbosquid.com,TRUE
3485,hybrid.ai,TRUE
3490,media6degrees.com,TRUE
3491,huffingtonpost.co.uk,TRUE
3492,shopee.vn,TRUE
3493,hotmart.com,TRUE
3495,picsart.com,TRUE
3496,nbcsports.com,TRUE
3498,tomsguide.com,TRUE
3502,adthrive.com,TRUE
3504,volusion.com,TRUE
3507,kolesa.kz,TRUE
3514,smi2.ru,TRUE
3515,ihc.ru,TRUE
3517,zscaler.com,TRUE
3519,drugs.com,TRUE
3523,india.com,TRUE
3524,sportradarserving.com,TRUE
3525,metmuseum.org,TRUE
3526,uiowa.edu,TRUE
3528,rochester.edu,TRUE
3529,womenshealthmag.com,TRUE
3532,bankrate.com,TRUE
3533,fema.gov,TRUE
3536,oath.com,TRUE
3539,eagleeyenetworks.com,TRUE
3541,unsw.edu.au,TRUE
3544,news24.com,TRUE
3549,orf.at,TRUE
3550,victoriassecret.com,TRUE
3553,libero.it,TRUE
3556,redcross.org,TRUE
3557,morningstar.com,TRUE
3560,liberation.fr,TRUE
3563,dominos.com,TRUE
3566,galaxydata.ru,TRUE
3567,fubo.tv,TRUE
3568,chip.de,TRUE
3571,profi.ru,TRUE
3577,bitrix.info,TRUE
3578,lse.ac.uk,TRUE
3579,ps.kz,TRUE
3580,mobilefuse.com,TRUE
3583,nessus.org,TRUE
3588,colorlib.com,TRUE
3589,pa.gov,TRUE
3591,ansa.it,TRUE
3593,xhamsterlive.com,TRUE
3595,independent.ie,TRUE
3596,businessweek.com,TRUE
3599,edx.org,TRUE
3600,pypi.org,TRUE
3601,oxfordjournals.org,TRUE
3602,browsiprod.com,TRUE
3603,yomiuri.co.jp,TRUE
3605,oregonstate.edu,TRUE
3606,blismedia.com,TRUE
3607,ahcdn.com,TRUE
3608,ew.com,TRUE
3609,poshmark.com,TRUE
3610,experian.com,TRUE
3611,verywellhealth.com,TRUE
3612,umass.edu,TRUE
3619,shawcable.net,TRUE
3620,zenon.net,TRUE
3622,michaels.com,TRUE
3628,brown.edu,TRUE
3630,zebra.com,TRUE
3634,findlaw.com,TRUE
3641,rusprofile.ru,TRUE
3653,wurl.com,TRUE
3655,lunalabs.io,TRUE
3656,ricoh.co.jp,TRUE
3657,phpbb.com,TRUE
3663,hrblock.com,TRUE
3665,vanderbilt.edu,TRUE
3667,blackberry.com,TRUE
3668,hbomax.com,TRUE
3673,piano.io,TRUE
3676,arduino.cc,TRUE
3677,atl-paas.net,TRUE
3678,selectel.ru,TRUE
3680,pcgamer.com,TRUE
3681,dickssportinggoods.com,TRUE
3683,adidas.com,TRUE
3685,nbc.com,TRUE
3687,perl.com,TRUE
3688,rsc.org,TRUE
3691,bitwarden.com,TRUE
3695,ualberta.ca,TRUE
3704,adweek.com,TRUE
3705,wasabisys.com,TRUE
3707,pananames.com,TRUE
3710,archdaily.com,TRUE
3711,ultimate-guitar.com,TRUE
3713,mindbodyonline.com,TRUE
3714,bell-labs.com,TRUE
3717,note.com,TRUE
3719,shopee.ph,TRUE
3720,news18.com,TRUE
3726,depositphotos.com,TRUE
3731,batch.com,TRUE
3732,firstvds.ru,TRUE
3733,shorturl.at,TRUE
3734,answers.com,TRUE
3735,the-sun.com,TRUE
3738,fsu.edu,TRUE
3739,tide.co,TRUE
3740,emirates.com,TRUE
3745,theregister.co.uk,TRUE
3746,garant.ru,TRUE
3747,similarweb.com,TRUE
3748,evolutionstarbucks.com,TRUE
3751,studentaid.gov,TRUE
3752,bustle.com,TRUE
3757,tomshardware.com,TRUE
3761,reolink.com,TRUE
3762,spectrum.net,TRUE
3764,newegg.com,TRUE
3765,crazygames.com,TRUE
3766,dallasnews.com,TRUE
3767,hindawi.com,TRUE
3769,metoffice.gov.uk,TRUE
3770,officedepot.com,TRUE
3771,barrons.com,TRUE
3774,statsig.com,TRUE
3775,atlasobscura.com,TRUE
3776,bcg.com,TRUE
3777,uga.edu,TRUE
3778,opentable.com,TRUE
3780,aliexpress.ru,TRUE
3782,skysports.com,TRUE
3784,telstra.com,TRUE
3787,linecorp.com,TRUE
3789,udel.edu,TRUE
3792,traveloka.com,TRUE
3793,awin1.com,TRUE
3796,eonline.com,TRUE
3797,eurodns.com,TRUE
3800,shopee.tw,TRUE
3801,popularmechanics.com,TRUE
3802,iastate.edu,TRUE
3803,customer.io,TRUE
3810,mvideo.ru,TRUE
3811,tf1.fr,TRUE
3816,quantcast.com,TRUE
3817,charter.com,TRUE
3818,gs.com,TRUE
3823,dreamstime.com,TRUE
3826,gamesradar.com,TRUE
3827,hostinger.com,TRUE
3829,govdelivery.com,TRUE
3830,unhcr.org,TRUE
3831,chewy.com,TRUE
3832,max.com,TRUE
3833,shopee.com.my,TRUE
3837,wallpapers.com,TRUE
3839,reasonsecurity.com,TRUE
3840,nj.com,TRUE
3842,edna.ru,TRUE
3848,vrt.be,TRUE
3851,es.io,TRUE
3853,on.net,TRUE
3857,control4.com,TRUE
3859,worldcat.org,TRUE
3861,medtronic.com,TRUE
3862,worldometers.info,TRUE
3863,techsmith.com,TRUE
3864,tailscale.com,TRUE
3866,lifewire.com,TRUE
3874,flipsnack.com,TRUE
3876,pub.network,TRUE
3878,knowbe4.com,TRUE
3879,straitstimes.com,TRUE
3880,cookieyes.com,TRUE
3881,thousandeyes.com,TRUE
3883,bbcgoodfood.com,TRUE
3884,emojipedia.org,TRUE
3888,thespruce.com,TRUE
3892,sprinthost.ru,TRUE
3897,next.co.uk,TRUE
3898,dmm.com,TRUE
3899,iea.org,TRUE
3900,unam.mx,TRUE
3901,theknot.com,TRUE
3902,ti.com,TRUE
3908,foreignpolicy.com,TRUE
3917,roche.com,TRUE
3922,boostmobile.com,TRUE
3925,macrumors.com,TRUE
3927,ko-fi.com,TRUE
3929,iu.edu,TRUE
3936,telstra.com.au,TRUE
3937,jivosite.com,TRUE
3939,docusign.com,TRUE
3942,washingtontimes.com,TRUE
3945,apnic.net,TRUE
3952,hubpages.com,TRUE
3955,liveinternet.ru,TRUE
3970,ensighten.com,TRUE
3971,monday.com,TRUE
3975,thekitchn.com,TRUE
3976,aif.ru,TRUE
3977,clicktripz.com,TRUE
3981,biglobe.ne.jp,TRUE
3982,vseinstrumenti.ru,TRUE
3987,popsci.com,TRUE
3988,marketo.com,TRUE
3990,ngs.ru,TRUE
3994,banki.ru,TRUE
3995,dyn.com,TRUE
3999,rediff.com,TRUE
4000,envato.com,TRUE
4008,fireeye.com,TRUE
4010,abril.com.br,TRUE
4011,tue.nl,TRUE
4012,kennasecurity.com,TRUE
4013,retargetly.com,TRUE
4014,nalog.ru,TRUE
4015,replit.com,TRUE
4017,kb4compliance.com,TRUE
4022,rosneft.ru,TRUE
4025,startribune.com,TRUE
4027,harpersbazaar.com,TRUE
4028,shopee.co.th,TRUE
4030,smallpdf.com,TRUE
4032,mainichi.jp,TRUE
4036,mojohost.com,TRUE
4037,ebay.com.au,TRUE
4042,gotoassist.com,TRUE
4046,chosun.com,TRUE
4048,samsungads.com,TRUE
4054,clmbtech.com,TRUE
4055,collinsdictionary.com,TRUE
4056,cpanel.com,TRUE
4057,ge.com,TRUE
4062,aviasales.com,TRUE
4065,web.app,TRUE
4071,hover.com,TRUE
4077,index.hu,TRUE
4083,everydayhealth.com,TRUE
4084,iq.com,TRUE
4085,pg.com,TRUE
4087,self.com,TRUE
4092,anu.edu.au,TRUE
4095,metlife.com,TRUE
4100,cafe24.com,TRUE
4104,reference.com,TRUE
4105,zalo.me,TRUE
4109,supapush.net,TRUE
4113,senderscore.com,TRUE
4116,tinypic.com,TRUE
4118,utdallas.edu,TRUE
4121,transip.nl,TRUE
4123,bluecore.com,TRUE
4125,trellix.com,TRUE
4127,onefootball.com,TRUE
4128,value-domain.com,TRUE
4132,techrepublic.com,TRUE
4134,otzovik.com,TRUE
4135,nifty.com,TRUE
4136,ada.support,TRUE
4142,wired.co.uk,TRUE
4151,20minutes.fr,TRUE
4156,segmento.ru,TRUE
4157,penguinrandomhouse.com,TRUE
4158,c6gj-static.net,TRUE
4160,priceline.com,TRUE
4164,realme.com,TRUE
4168,buzzfeednews.com,TRUE
4169,adfox.ru,TRUE
4170,travelandleisure.com,TRUE
4172,riskified.com,TRUE
4179,arcpublishing.com,TRUE
4181,eatingwell.com,TRUE
4182,cargurus.com,TRUE
4188,byu.edu,TRUE
4189,premierleague.com,TRUE
4196,uefa.com,TRUE
4201,farfetch.com,TRUE
4203,business-standard.com,TRUE
4204,terabox.com,TRUE
4205,lululemon.com,TRUE
4206,omnatuor.com,TRUE
4209,aaa.com,TRUE
4215,turo.com,TRUE
4217,gazeta.pl,TRUE
4218,wanadoo.fr,TRUE
4223,prtimes.jp,TRUE
4226,csmonitor.com,TRUE
4241,ahagamecenter.com,TRUE
4242,box.net,TRUE
4244,tradedoubler.com,TRUE
4245,ct.gov,TRUE
4246,openweathermap.org,TRUE
4257,theathletic.com,TRUE
4258,publpush.com,TRUE
4259,mywot.com,TRUE
4264,ally.com,TRUE
4267,survicate.com,TRUE
4279,pantip.com,TRUE
4283,brevo.com,TRUE
4286,sina.cn,TRUE
4289,cylance.com,TRUE
4298,popsugar.com,TRUE
4299,bradesco.com.br,TRUE
4302,r01.ru,TRUE
4303,pagesix.com,TRUE
4316,doxygen.org,TRUE
4329,icicibank.com,TRUE
4336,findagrave.com,TRUE
4342,pingdom.net,TRUE
4346,leetcode.com,TRUE
4350,lastampa.it,TRUE
4355,tnaflix.com,TRUE
4365,gq.com,TRUE
4367,zappos.com,TRUE
4373,radiofrance.fr,TRUE
4374,warthunder.com,TRUE
4376,lufthansa.com,TRUE
4378,panorama9.com,TRUE
4379,nationalacademies.org,TRUE
4385,freep.com,TRUE
4386,ama-assn.org,TRUE
4392,kick.com,TRUE
4396,mariadb.org,TRUE
4400,rfi.fr,TRUE
4401,meteofrance.com,TRUE
4407,pepepush.net,TRUE
4409,todoist.com,TRUE
4411,insurads.com,TRUE
4412,treehugger.com,TRUE
4423,gamer.com.tw,TRUE
4427,convertkit.com,TRUE
4430,booth.pm,TRUE
4433,raiffeisen.ru,TRUE
4434,wetteronline.de,TRUE
4435,domain.com,TRUE
4436,searchenginejournal.com,TRUE
4437,dazn.com,TRUE
4438,justgiving.com,TRUE
4440,bongacams.com,TRUE
4450,yieldlab.net,TRUE
4451,playtika.com,TRUE
4457,cdn4image.com,TRUE
4460,ebay.ca,TRUE
4463,edmunds.com,TRUE
4469,skyscanner.net,TRUE
4482,appnext.com,TRUE
4486,azcentral.com,TRUE
4489,kompas.com,TRUE
4500,uq.edu.au,TRUE
4501,bb.com.br,TRUE
4502,sundaysky.com,TRUE
4505,matchtv.ru,TRUE
4509,refinery29.com,TRUE
4516,gazeta.ru,TRUE
4518,ajax.systems,TRUE
4525,thinkwithgoogle.com,TRUE
4526,intelbras.com.br,TRUE
4527,sketchup.com,TRUE
4530,telecomitalia.it,TRUE
4532,vizio.com,TRUE
4533,tractorsupply.com,TRUE
4535,feednews.com,TRUE
4536,binance.info,TRUE
4538,in.gov,TRUE
4541,europapress.es,TRUE
4547,ana.co.jp,TRUE
4548,salesforce-sites.com,TRUE
4550,mtv.com,TRUE
4551,qvc.com,TRUE
4557,liongard.com,TRUE
4564,narvar.com,TRUE
4566,lequipe.fr,TRUE
4567,oppo.com,TRUE
4569,nd.edu,TRUE
4570,cableone.net,TRUE
4571,rit.edu,TRUE
4576,nuance.com,TRUE
4585,upi.com,TRUE
4587,worldtimeserver.com,TRUE
4590,uic.edu,TRUE
4593,seek.com.au,TRUE
4597,propublica.org,TRUE
4603,shareasale.com,TRUE
4607,gpo.gov,TRUE
4608,aliexpress.us,TRUE
4611,domaintools.com,TRUE
4612,knowyourmeme.com,TRUE
4615,apachelounge.com,TRUE
4616,test.com,TRUE
4617,f2pool.com,TRUE
4619,buzzoola.com,TRUE
4620,boingboing.net,TRUE
4622,directnic.com,TRUE
4628,nationalpost.com,TRUE
4630,e-recht24.de,TRUE
4632,pearson.com,TRUE
4635,livechat.com,TRUE
4637,pravda.ru,TRUE
4643,easports.com,TRUE
4645,ubs.com,TRUE
4649,zazzle.com,TRUE
4650,youdao.com,TRUE
4657,benzinga.com,TRUE
4661,mentalfloss.com,TRUE
4662,boardgamegeek.com,TRUE
4665,turbify.com,TRUE
4668,copart.com,TRUE
4669,eater.com,TRUE
4673,usp.br,TRUE
4677,eclipse.org,TRUE
4678,desjardins.com,TRUE
4679,tn.gov,TRUE
4686,zee5.com,TRUE
4687,rustdesk.com,TRUE
4689,netshoes.com.br,TRUE
4695,rd.com,TRUE
4696,hellomagazine.com,TRUE
4698,yandex.by,TRUE
4699,amazon.se,TRUE
4700,buffalo.edu,TRUE
4701,linewize.net,TRUE
4702,harborfreight.com,TRUE
4703,hatenablog.com,TRUE
4706,bluewin.ch,TRUE
4709,westernunion.com,TRUE
4711,mass.gov,TRUE
4712,freshworks.com,TRUE
4713,rapidssl.com,TRUE
4715,chinaz.com,TRUE
4720,honda.com,TRUE
4722,viglink.com,TRUE
4730,pushd.com,TRUE
4731,moma.org,TRUE
4746,actionverb.com,TRUE
4750,trafficjunky.com,TRUE
4751,cdn.house,TRUE
4753,buienradar.nl,TRUE
4754,mobilityware.com,TRUE
4756,turnitin.com,TRUE
4757,insiderintelligence.com,TRUE
4760,heroku.com,TRUE
4765,nber.org,TRUE
4767,liveabout.com,TRUE
4769,mlive.com,TRUE
4770,globalsign.net,TRUE
4772,canadiantire.ca,TRUE
4773,deccanherald.com,TRUE
4777,nate.com,TRUE
4797,farpost.ru,TRUE
4798,ucsc.edu,TRUE
4801,sberbank-tele.com,TRUE
4802,formstack.com,TRUE
4805,247sports.com,TRUE
4810,prosv.ru,TRUE
4813,appfolio.com,TRUE
4814,uh.edu,TRUE
4815,caranddriver.com,TRUE
4818,walmart.ca,TRUE
4820,tiny.cc,TRUE
4822,sharechat.com,TRUE
4823,dhgate.com,TRUE
4824,goto.com,TRUE
4829,ankr.com,TRUE
4830,amung.us,TRUE
4831,castbox.fm,TRUE
4833,rome2rio.com,TRUE
4834,amazon.ae,TRUE
4835,mango-office.ru,TRUE
4838,infura.io,TRUE
4843,bidease.com,TRUE
4844,postimg.cc,TRUE
4846,tango.me,TRUE
4848,ivideon.com,TRUE
4850,bhg.com,TRUE
4851,wondershare.com,TRUE
4852,eufylife.com,TRUE
4853,psychcentral.com,TRUE
4854,hyundai.com,TRUE
4856,cafebazaar.ir,TRUE
4862,aig.com,TRUE
4867,economictimes.com,TRUE
4870,blick.ch,TRUE
4871,theage.com.au,TRUE
4873,softbank.jp,TRUE
4874,aptoide.com,TRUE
4877,adcolony.com,TRUE
4880,marthastewart.com,TRUE
4881,samhsa.gov,TRUE
4885,acast.com,TRUE
4887,drudgereport.com,TRUE
4892,cbs.com,TRUE
4893,michigan.gov,TRUE
4895,inquirer.com,TRUE
4899,athemes.com,TRUE
4900,lalapush.com,TRUE
4903,pushpong.net,TRUE
4904,global-e.com,TRUE
4905,zaloapp.com,TRUE
